0.003 \\
0.006 \\
0.012 \\
0.026 \\
0.054 \\
0.111 \\
0.232 \\
0.481 \\
1.000 \\
2.078 \\
4.319 \\
8.977 \\
18.657 \\
38.775 \\
80.587 \\
167.486 \\
348.089 \\
